Trader,Anyone who buys and sells goods or services for PROFIT; a DEALER or merchant.
Transaction,"The act of transacting, especially a business agreement or exchange; event or condition recognized by an entry in the book ACCOUNT."
Transfer,"To move or cause to go from one place, person, or thing to another."
Transfer Agent,"Agent, usually a commercial bank, appointed by a COPORATION, to maintain records of stock and BOND owners, to cancel and issue certificates, and to resolve problems arising from lost, destroyed, or stolen certificates."
Transfer Price,Price charged by individual entities in a multi-entity COPORATION on transactions among themselves; also termed transfer cost.
Transfer Tax,Combined federal TAX on gifts and estates.
Transferee Liability,A person may be held LIABLE for another taxpayer's delinquent taxes if:
Transferred Basis,1. The transferee received assets of the transferor-taxpayer; and2. The transferor was INSOLVENT at the time or was rendered insolvent by that transfer or related series of transfers.
Treasurer,"However the insolvency requirement does not apply to GIFT taxes. The transferee is only liable to the extent of the value of the property received from the transferor. Thus, transferee liability merely provides a means for the IRS to recover any assets the transferor-taxpayer attempts to transfer to avoid paying taxes."
Treasury,"A transferred basis is the basis of property in the hands of a transferor, donor or GRANTOR. In this sense a prior owner's basis in the property is transferred to the taxpayer. Transferred basis occurs in the following transactions: GIFTS, transfers in trusts, certain transfers to controlled CORPORATIONS, contributions to PARTNERSHIPS and LIQUIDATING distributions from a corporation."
Treasury Bill,"COMPANY officer responsible for the receipt, custody, INVESTMENT, and DISBURSEMENT of funds, for borrowings, and, if it is a public company, for the maintenance of a MARKET for its securities."
Treasury Bond,A place where private or public funds are controlled.
Treasury Instruments,Short-term obligation that bears no INTEREST and is sold at a discount.
Treasury Note,Long-term obligation that matures more than five years from issuance and bears INTEREST.
Treasury Stock,Direct financial obligations of the United States government.
Trend,Intermediate-term obligation that matures one to five years from issuance and bears INTEREST.
Trend Analysis,"Stock reacquired by the issuing company. It may be held indefinitely, retired, issued upon exercise of STOCK OPTIONS or resold."
Trial Balance,"Long-term price or trading volume movements either up, down, or sideways, which characterize a particular MARKET, commodity or SECURITY."
Troubled Debt Restructuring,A type of horizontal analysis in which percentage changes are calculated for related items for several successive years instead of for two years.
Trust,A comparison of the total of DEBIT and CREDIT balances in the LEDGER to check that they are equal.
Trustee,Agreement between DEBTOR and CREDITOR which amends the terms of a DEBT that has little chance of being paid in accordance with its contractual terms. The agreement may involve the transfer of ASSETS in full or partial satisfaction of the debt.
Turnover,"Ancient legal practice where one person (the GRANTOR) transfers the legal title to an ASSET, called the principal or corpus, to another person (the TRUSTEE), with specific instructions about how the corpus is to be managed and disposed."
UAA,"The proposal for a new regulatory framework for the public accounting profession which was developed jointly by the AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS (AICPA) and the NATIONAL ASSOCIATION of STATE BOARDS of ACCOUNTANCY (NASBA). The new framework is intended to enhance interstate reciprocity and practice across state lines by CPAs, meet the future needs of the profession, respond to the marketplace and protect the public that the profession serves."
Unamortized Bond Discount,"Difference between the FACE VALUE of a BOND and the proceeds received from the sale of the bond by the issuing COMPANY, less whatever portion has been amortized, that is, written off to EXPENSE as recorded periodically on the PROFIT and LOSS statement."
Unamortized Premiums on Investments,Unexpensed portion of the amount by which the price paid for a SECURITY exceeded its PAR VALUE.
Unaudited Financial Statements,FINANCIAL STATEMENTS which have not undergone a detailed AUDIT examination by an independent CERTIFIED PUBLIC ACCOUNTANT (CPA).
Underlying Debt,MUNICIPAL BOND term referring to the debt of government entities within the jurisdiction of larger government entities and for which the larger entity has partial CREDIT responsibility.
Underlying Security,SECURITY that must be delivered if a put OPTIONS or call option contract is exercised.
Undervalued,SECURITY selling below its LIQUIDATION value or the MARKET VALUE analysts believe it deserves.
Underwrite,"To assume the RISK of buying a new ISSUE of securities from the issuing CORPORATION or government entity and reselling them to the public, either directly or through dealers."
Unearned Discount,ACCOUNT on the books of a lending institution recognizing INTEREST deducted in advance and which will be taken into INCOME as earned over the life of the LOAN.
Unearned Income,Payments received for services which have not yet been performed.
Unearned Interest,"INTEREST that has already been collected on a LOAN by a FINANCIAL INSTITUTION, but that cannot yet be counted as part of earnings because the PRINCIPAL of the loan has not been OUTSTANDING long enough."
Unequal Cash Flows,Cash flow from an ASSET that may vary from one year to the next.
Uniform Accountancy Act (UAA),"The proposal for a new regulatory framework for the public accounting profession which was developed jointly by the AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS (AICPA) and the NATIONAL ASSOCIATION of STATE BOARDS of ACCOUNTANCY (NASBA). The new framework is intended to enhance interstate reciprocity and practice across state lines by CPAs, meet the future needs of the profession, respond to the marketplace and protect the public that the profession serves."
Uniform Capitalization Rules,"These are a set of rules intended to be a single comprehensive set of rules to govern the capitalization, or inclusion in INVENTORY of direct and indirect cost of producing, acquiring and holding property. Under the rules, taxpayers are required to capitalize the direct costs and an allocable portion of the indirect costs attributable to real and tangible personal property produced or acquired for resale. The obvious effect of the uniform capitalization rules is that taxpayers may not take current deductions for these costs but instead must be recovered through DEPRECIATION or AMORTIZATION."
Unissued Stock,Shares of a corporation’s stock authorized in its charter but not issued.
Unit,Any division of quantity accepted as a standard of measurement or of exchange.
Unlimited Liability,The responsibility of all the partners in a COMPANY for its DEBT.
Unqualified Opinion,AUDIT opinion not qualified for any material scope restrictions nor departures from GENERALLY ACCEPTED ACCOUNTING PRINCIPLES (GAAP). The AUDITOR may issue an unqualified opinion only when there are no identified material weaknesses and when there have been no restrictions on the scope of the auditor's work. Also known as CLEAN OPINION.
Unrealized Loss or Gain on Long-Term Investments,A BALANCE sheet ACCOUNT for entering increases or decreases in the value of long-term investments.
Unrealized Profit (or Loss),PROFIT or LOSS that has not become actual.
Unrestricted Funds,Resources of a not-for-profit entity that have no restrictions as to use or purpose.
Unsecured Bond,A BOND issued on the general CREDIT of a COMPANY.
Use of Professional Skepticism when Evaluating the Results of Testing,"The AUDITOR must conduct the audit of internal control over financial reporting and the audit of the financial statements with professional skepticism, which is an attitude that includes a questioning mind and a critical assessment of audit evidence."
Valuation,The process of determining the PRESENT VALUE of a BOND based on the current MARKET INTEREST RATE.
Valuation Allowance,Method of lowering or raising an object's CURRENT VALUE by adjusting its acquisition cost to reflect its market value by use of a CONTRA ACCOUNT.
Value,How much money something is worth.
Value-Added Tax (VAT),Consumption TAX levied on the VALUE added to a product at each stage of its manufacturing cycle as well as at the time of purchase by the ultimate consumer
Variable Annuity,Life insurance ANNUITY CONTRACT whose VALUE fluctuates with that of an underlying securities PORTFOLIO or other INDEXof performance.
Variable Costs,Total costs that change in direct proportion to changes in productive output or any other measure of volume.
Variable Manufacturing Costs,Costs that increase or decrease in direct proportion to the number of units produced.
Variable Overhead,The portion of mixed or semi-variable overhead costs that changes proportionately with some measure of activity or output.
Variable Rate Loan,Loan whose interest rate changes over its life in relation to the level of an index.
Variance,Deviation or difference between an estimated value and the actual value.
VAT,Consumption TAX levied on the VALUE added to a product at each stage of its manufacturing cycle as well as at the time of purchase by the ultimate consumer.
Velocity,"Rate of spending, or turnover of money- in other words, how many times a dollar is spent in a given period of time."
Vendor,"Supplier of goods or services of a commercial nature; may be a manufacturer, importer, or wholesale distributor."
Venture Capital,"Investment company whose primary objective is capital growth. New ASSETS invested largely in companies that are developing new ideas, products, or processes."
Vertical Analysis,"A technique for analyzing FINANCIAL STATEMENTS that uses percentages to show the relationships of each stated item to the total, which is 100 percent of the figure in a single statement."
Vesting,Point at which certain benefits available to an employee are no longer contingent on the employee continuing to work for the employer.
Voidable,"CONTRACT that can be annulled by either party after it is signed because FRAUD, incompetence, or another illegality exists or because a right of rescission applies."
Volatile,Tending to rapid and extreme fluctuations.
Volatility,"Characteristic of a SECURITY, commodity, or MARKET to rise or fall sharply in price within a SHORT-TERM period."
Volume,"Total number of stock shares, bonds, or COMMODITIES futures contracts traded in a particular period."
Wage,Payment for services of employees at an hourly rate.
Walkthroughs,"The most effective means for an AUDITOR to confirm his understanding how internal control over financial reporting is designed and operates to evaluate and test its effectiveness. It includes making inquiries of and observing the personnel who actually perform the controls; reviewing documents that are used in, and that result from, the application of the controls; and comparing supporting documentation to the accounting records. In a walkthrough, the auditor traces a transaction from origination through the company's information systems to the point where it is reflected in the company's financial reports. Walkthroughs provide the auditor with evidence to:"
Warrant,"1. Confirm the auditor's understanding of the process flow of transactions.2. Confirm the auditor's understanding of the design of controls identified for all five components of internal control over financial reporting, including those related to the prevention or detection of fraud.3. Confirm that the auditor's understanding of the process is complete by determining whether all points in the process at which misstatements related to each relevant financial statement assertion that could occur have been identified.4. Evaluate the effectiveness of the design of controls.5. Confirm whether controls have been placed in operation."
Wash Sale,Option to purchase additional SECURITIES from the issuer.
Weighted-Average-Cost Method,"A wash sale occurs if stock or securities are sold at a LOSS and the seller acquires substantially identical stock or SECURITIES 30 days before or after the sale. Stock or securities for this purpose includes contracts or operations to acquire or sell stock or securities. Losses incurred in a wash sale cannot be deducted. It does not matter if the total 60 day period begins in one tax year and ends in another. However, the disallowed loss is not permanently lost. Instead, the basis in the newly acquired stock or securities is the same basis as of the stock or securities sold, adjusted by the difference in price of the stock or securities."
Wholesale,An AVERAGE-COST METHOD procedure for determining the cost of ENDING INVENTORY under the PERIODIC INVENTORY SYSTEM
Wholesaler,"The sale of goods in large quantities, especially to a person or COMPANY that plans to sell them at retail."
With Recourse,"Middleman or distributor who sells mainly to retailers, jobbers, other merchants, and industrial, commercial, and institutional users as distinguished from consumers."
Withholding,Able to collect losses on uncollectible accounts from the seller.
Withholding Allowance,"Amount withheld or deducted from employee salaries by the employer and paid by the employer, for the employee, to the proper authority."
Without Recourse,"Each taxpayer is allowed to claim a withholding allowance, which exempts a certain amount of wages from being subject to WITHHOLDING. The allowance is designed to prevent too much taxes being withheld from a taxpayers wages and a person can compute this by completing form W-4 and submitting it to their employer."
Work in Progress,Obligated to bear losses from uncollectible accounts.
Working Capital,INVENTORY account consisting of partially completed goods awaiting completion and transfer to finished inventory.
Working Interest,Excess of CURRENT ASSETS over CURRENT LIABILITIES.
Working Papers,"Direct participation with UNLIMITED LIABILITY, as distinguished from passive LIMITED PARTNERSHIP shares."
Worksheet,"(1) Records kept by the AUDITOR of the procedures applied, the tests performed, the information obtained, and the pertinent conclusions reached in the course of the AUDIT. (2) Any records developed by a CERTIFIED PUBLIC ACCOUNTANT (CPA) during an audit."
Wrap-Around Mortgage,A type of working paper used as a preliminary step in the preparation of FINANCIAL STATEMENTS.
Write Off,Second MORTGAGE which conveniently expands the total amount of borrowing by the mortgagor without disturbing the original mortgage.
Yellow Book,"Written by the GENERAL ACCOUNTABILITY OFFICE, the yellow book sets forth standards to be followed in auditing the FINANCIAL STATEMENTS of entities that receive federal financial assistance. Yellow Book is the name given to Government Auditing Standards issued by the Comptroller General of the United States which contains standards for audits of government organizations, programs, activities and functions, and of government assistance received by contractors, nonprofit organizations and other nongovernment organizations."
Yield,Return on an INVESTMENT an investor receives from DIVIDENDS or INTEREST expressed as a percentage of the cost of the SECURITY.
Yield Curve,Graph showing the TERM structure of interest rates by plotting the yields of all bonds of the same quality with maturities ranging from the shortest to the longest available.
Yield to Call,YIELD on a BOND assuming the bond will be redeemed by the ISSUER at the first call date specified in the INDENTURE agreement.
Yield to Maturity,"Rate of return on a SECURITY to its maturity, giving effect to the stated interest rate, accrual of discount, or AMORTIZATION of PREMIUM."
Zero-Coupon Bond,BOND on which the holder receives only one payment at maturity which includes both PRINCIPAL and INTERESTfrom issuance to maturity.
Zero-Coupon Convertible Security,ZERO-COUPON BOND convertible into the COMMON STOCKof the issuing COMPANY when the stock reaches a predetermined price.
